arabic_instruction,instruction
"وصف أسماء العملاء وفترات التسليم الدائمة لمنتج ""أثاث غرف النوم"" حسب قناة البيع بالجملة في عام 2019.","Describe the customer names and lasting delivery periods for the product of ""Bedroom Furniture"" by wholesale channel in 2019."
صف أسماء العملاء وأسماء المنتجات التي حققت أرباحًا صافية تزيد عن 3800 دولار أمريكي.,Describe the customer names and product names which had over 3800 USD in net profit.
ضع قائمة بالمدن التي يقع فيها المتجر والتي لا توجد بها مناطق مائية في ولاية كاليفورنيا.,List the store located cities with regions in no water area of California state.
"احسب النسبة المئوية للطلب من قبل فريق مبيعات ""كارلوس ميلر"".","Calculate the order percentage by ""Carlos Miller"" sales team."
"قارن عدد الطلبات بين منتجات ""الأطباق"" و ""أدوات التقديم"".","Compare the number of orders between ""Platters"" and ""Serveware"" products."
حساب إجمالي صافي ربح المتجر الموجود في أعلى مدينة متوسط الدخل.,Calculate the total net profit of the store located in highest median income city.
من بين فريق المبيعات في المنطقة الجنوبية، اكتب أعداد الطلبات التي قدمها معرف فريق المبيعات المكون من رقم واحد.,"Among the sales team in South region, write down the numbers of orders made by the sales team ID of one digit."
كم عدد الطلبات التي لها تاريخ طلب في 31/5/2018 ؟,How many orders have order date in 5/31/2018?
اذكر اسم الطلبيات التي لها تاريخ تسليم 6/13/2018.,List out the name of orders which have delivery date of 6/13/2018.
كم عدد الطلبات المقدمة التي تحتوي على أكثر من 5 كميات من المنتجات ؟,How many orders placed were with more than 5 product quantities?
"اذكر الاسم الكامل لرمز الولاية ""GA"".","State the full name of state code ""GA""."
كم عدد الولايات الواقعة في منطقة الغرب الأوسط ؟,How many states located in the Midwest region?
اذكر اسم المنتج للطلب الذي تبلغ تكلفة الوحدة فيه 781.22.,List out the product name of order which has unit cost of 781.22.
اذكر تاريخ تسليم أواني الطهي.,State the delivery date of cookware.
كم عدد طلبات وسائد الأثاث التي لها تاريخ طلب في عام 2018 ؟,How many furniture cushions orders which have date of order in 2018?
اذكر اسم المنتجات التي تم تطبيقها بخصم 10 ٪.,List out the name of products which have been applied 10% discount.
حساب متوسط صافي الربح للهواتف التي لديها قناة مبيعات للموزع.,Calculate the average net profit of phones which have sales channel of distributor.
احسب متوسط صافي ربح أدوات البار التي تجاوزت الكمية المطلوبة 5.,Calculate the average net profit of bar tools which has ordered quantity exceed 5.
اذكر اسم مدينة الولايات الواقعة في المنطقة الجنوبية.,List out the city name of states located in South region.
"ما هي منطقة المتاجر التي تحتوي على نوع ""المدينة"" في القائمة ؟","What is the region of stores which have type of ""Town"" in the list?"
كم عدد الطلبات التي قدمتها مجموعة ميدسيب ؟,How many orders that Medsep Group had made?
اذكر مستويات الخصم المطبقة على جميع الطلبات من Ole Group.,List out the discount levels applied for all orders from Ole Group.
اذكر اسم العميل للطلبات التي تم شحنها بتاريخ 7/8/2018.,State the customer name of orders which has shipped date in 7/8/2018.
من بين الطلبات التي قدمتها Ei، كم عدد الطلبات التي تحتوي على كمية أكبر من 4 ؟,"Among the orders placed by Ei, how many orders have quantity greater than 4?"
من بين الطلبات التي قدمتها Pacific Ltd، كم عدد الطلبات التي تم تطبيقها بخصم 5 ٪؟,"Among the orders placed by Pacific Ltd, how many orders have been applied 5% discount ?"
ما هي أسماء العملاء للطلبات التي تزيد تكلفة الوحدة فيها عن 4000 دولار أمريكي ؟,What is the customer names of orders which have unit cost greater than 4000USD?
يرجى ذكر المعرف والموقع التفصيلي لجميع المتاجر في مدينة برمنغهام.,Please list the id and detailed position of all stores in Birmingham city.
ما هي المدينة التي تضم أكبر عدد من السكان ؟,Which city has the largest population?
كم عدد متاجر CDP الموجودة في كاليفورنيا ؟,How many CDP stores are there in California?
يرجى إعطاء رقم الطلب واسم المنتج للطلب الذي يحتوي على أقل سعر للوحدة.,Please give the order number and product name of the order which has the lowest unit price.
ما هو المنتج الذي حقق أعلى صافي ربح في عام 2019 ؟,Which product has the highest net profit in 2019?
ما هو متوسط سعر الوحدة لمنتج أواني الطهي ؟,What is the average unit price of a Cookware product?
